conversation_id,scenario,scenario_family,intent,customer_speaker,customer_gender,agent_speaker,agent_gender,customer_persona,agent_persona,num_turns,resolution_status,escalated,split
conv_0379,PASSWORD_RESET,Authentication,PASSWORD_RESET,sohee,female,aiden,male,Neha,Karan,8,resolved,False,validation
conv_0380,FEE_CHARGED_QUERY,Fees,FEE_CHARGED_QUERY,eric,male,ryan,male,Ishaan,Arjun,8,resolved,False,validation
conv_0381,REFUND_REQUEST,Refunds,REFUND_REQUEST,serena,female,vivian,female,Aditi,Aisha,8,resolved,False,validation
conv_0382,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,dylan,male,sohee,female,Rahul,Anita,8,resolved,False,validation
conv_0383,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,aiden,male,dylan,male,Nikhil,Arjun,7,resolved,False,validation
conv_0384,LOGIN_ISSUE,Authentication,LOGIN_ISSUE,eric,male,uncle_fu,male,Rohan,Rahul,8,resolved,False,validation
conv_0385,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,vivian,female,ono_anna,female,Ananya,Anita,8,resolved,False,validation
conv_0386,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,serena,female,ono_anna,female,Ananya,Aisha,7,resolved,False,validation
conv_0387,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,ryan,male,dylan,male,Ishaan,Karan,8,resolved,False,validation
conv_0388,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,dylan,male,serena,female,Rohan,Sneha,7,resolved,False,validation
conv_0389,REFUND_REQUEST,Refunds,REFUND_REQUEST,aiden,male,ono_anna,female,Arjun,Riya,8,resolved,False,validation
conv_0390,REFUND_PENDING,Refunds,REFUND_PENDING,eric,male,ono_anna,female,Vikram,Pooja,8,resolved,False,validation
conv_0391,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,uncle_fu,male,eric,male,Rohan,Arjun,7,resolved,False,validation
conv_0392,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,sohee,female,ono_anna,female,Fatima,Aisha,8,resolved,False,validation
conv_0393,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,aiden,male,ono_anna,female,Rahul,Aisha,8,resolved,False,validation
conv_0394,CARD_DELIVERY_STATUS,Card Delivery,CARD_DELIVERY_STATUS,vivian,female,ono_anna,female,Fatima,Riya,8,resolved,False,validation
conv_0395,CARD_UNBLOCK,Card Security,CARD_UNBLOCK,dylan,male,serena,female,Rahul,Pooja,8,resolved,False,validation
conv_0396,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,ono_anna,female,serena,female,Kavya,Aisha,7,resolved,False,validation
conv_0397,PAYMENT_PENDING,Payments,PAYMENT_PENDING,ono_anna,female,eric,male,Meera,Arjun,8,resolved,False,validation
conv_0398,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,dylan,male,serena,female,Aarav,Sneha,7,resolved,False,validation
conv_0399,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,serena,female,ono_anna,female,Neha,Anita,8,resolved,False,validation
conv_0400,CHARGEBACK_REQUEST,Disputes,CHARGEBACK_REQUEST,eric,male,serena,female,Rohan,Riya,8,resolved,False,validation
conv_0401,OTP_NOT_RECEIVED,Authentication,OTP_NOT_RECEIVED,ono_anna,female,serena,female,Priya,Riya,8,resolved,False,validation
conv_0402,BENEFICIARY_ADD,Transfers,BENEFICIARY_ADD,aiden,male,serena,female,Vikram,Sneha,9,resolved,False,validation
conv_0403,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,serena,female,ono_anna,female,Sana,Pooja,8,resolved,False,validation
conv_0404,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,vivian,female,ono_anna,female,Neha,Riya,8,resolved,False,validation
conv_0405,CARD_LIMIT_DECREASE,Card Management,CARD_LIMIT_DECREASE,dylan,male,ryan,male,Aarav,Karan,7,resolved,False,validation
conv_0406,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,serena,female,ono_anna,female,Sana,Sneha,8,resolved,False,validation
conv_0407,EMAIL_CHANGE,Profile Management,EMAIL_CHANGE,sohee,female,dylan,male,Priya,Rahul,9,resolved,False,validation
conv_0408,REFUND_REQUEST,Refunds,REFUND_REQUEST,serena,female,ono_anna,female,Neha,Pooja,8,resolved,False,validation
conv_0409,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,serena,female,vivian,female,Aditi,Pooja,7,resolved,False,validation
conv_0410,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,ono_anna,female,sohee,female,Fatima,Anita,8,resolved,False,validation
conv_0411,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,vivian,female,aiden,male,Priya,Karan,8,resolved,False,validation
conv_0412,ADDRESS_CHANGE,Profile Management,ADDRESS_CHANGE,ono_anna,female,vivian,female,Meera,Riya,9,resolved,False,validation
conv_0413,PASSWORD_RESET,Authentication,PASSWORD_RESET,serena,female,ono_anna,female,Neha,Pooja,8,resolved,False,validation
conv_0414,CARD_BLOCK,Card Security,CARD_BLOCK,uncle_fu,male,serena,female,Ishaan,Aisha,8,resolved,False,validation
conv_0415,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,vivian,female,uncle_fu,male,Kavya,Vivek,8,resolved,False,validation
conv_0416,PASSWORD_RESET,Authentication,PASSWORD_RESET,vivian,female,serena,female,Ananya,Riya,8,resolved,False,validation
conv_0417,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,ono_anna,female,vivian,female,Aditi,Pooja,8,resolved,False,validation
conv_0418,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,sohee,female,serena,female,Ananya,Meera,8,resolved,False,validation
conv_0419,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,eric,male,serena,female,Aarav,Anita,8,resolved,False,validation
conv_0420,CARD_LIMIT_INCREASE,Card Management,CARD_LIMIT_INCREASE,eric,male,ono_anna,female,Ishaan,Sneha,8,resolved,False,validation
conv_0421,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,ryan,male,uncle_fu,male,Nikhil,Karan,10,resolved,False,validation
conv_0422,EMAIL_CHANGE,Profile Management,EMAIL_CHANGE,serena,female,dylan,male,Fatima,Vivek,9,resolved,False,validation
conv_0423,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,ono_anna,female,vivian,female,Neha,Riya,8,resolved,False,validation
conv_0424,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,dylan,male,serena,female,Arjun,Aisha,8,resolved,False,validation
conv_0425,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,uncle_fu,male,ryan,male,Rahul,Karan,7,resolved,False,validation
conv_0426,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,ono_anna,female,uncle_fu,male,Meera,Karan,8,resolved,False,test
conv_0427,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,ryan,male,serena,female,Vikram,Pooja,8,resolved,False,test
conv_0428,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,aiden,male,ono_anna,female,Vikram,Sneha,8,resolved,False,test
conv_0429,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,serena,female,vivian,female,Ananya,Aisha,8,resolved,False,test
conv_0430,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,eric,male,ryan,male,Arjun,Arjun,8,resolved,False,test
conv_0431,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,ono_anna,female,sohee,female,Sana,Aisha,8,resolved,False,test
conv_0432,ADDRESS_CHANGE,Profile Management,ADDRESS_CHANGE,ono_anna,female,sohee,female,Priya,Meera,9,resolved,False,test
conv_0433,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,sohee,female,uncle_fu,male,Fatima,Arjun,8,resolved,False,test
conv_0434,ACCOUNT_REOPENING,Account Management,ACCOUNT_REOPENING,serena,female,dylan,male,Ananya,Karan,8,resolved,False,test
conv_0435,PASSWORD_RESET,Authentication,PASSWORD_RESET,aiden,male,ono_anna,female,Nikhil,Riya,8,resolved,False,test
conv_0436,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,vivian,female,ono_anna,female,Fatima,Anita,8,resolved,False,test
conv_0437,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,eric,male,ono_anna,female,Vikram,Sneha,8,resolved,False,test
conv_0438,REFUND_PENDING,Refunds,REFUND_PENDING,serena,female,vivian,female,Neha,Pooja,8,resolved,False,test
conv_0439,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,sohee,female,vivian,female,Fatima,Sneha,8,resolved,False,test
conv_0440,REFUND_PENDING,Refunds,REFUND_PENDING,ryan,male,ono_anna,female,Arjun,Anita,8,resolved,False,test
conv_0441,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,aiden,male,sohee,female,Nikhil,Sneha,7,resolved,False,test
conv_0442,CURRENCY_CONVERSION_QUERY,International Services,CURRENCY_CONVERSION_QUERY,uncle_fu,male,vivian,female,Ishaan,Pooja,7,resolved,False,test
conv_0443,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,aiden,male,ono_anna,female,Vikram,Anita,7,resolved,False,test
conv_0444,PHONE_NUMBER_CHANGE,Profile Management,PHONE_NUMBER_CHANGE,vivian,female,ono_anna,female,Meera,Pooja,9,resolved,False,test
conv_0445,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,uncle_fu,male,eric,male,Aarav,Vivek,8,resolved,False,test
conv_0446,CURRENCY_CONVERSION_QUERY,International Services,CURRENCY_CONVERSION_QUERY,vivian,female,serena,female,Kavya,Meera,7,resolved,False,test
conv_0447,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,sohee,female,vivian,female,Meera,Riya,7,resolved,False,test
conv_0448,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,ono_anna,female,serena,female,Kavya,Pooja,8,resolved,False,test
conv_0449,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,serena,female,sohee,female,Neha,Anita,8,resolved,False,test
conv_0450,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,uncle_fu,male,vivian,female,Aarav,Aisha,8,resolved,False,test
conv_0451,REFUND_PENDING,Refunds,REFUND_PENDING,vivian,female,ryan,male,Kavya,Arjun,8,resolved,False,test
conv_0452,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,vivian,female,ono_anna,female,Neha,Pooja,8,resolved,False,test
conv_0453,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,vivian,female,ono_anna,female,Aditi,Riya,8,resolved,False,test
conv_0454,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,uncle_fu,male,ono_anna,female,Vikram,Pooja,10,resolved,False,test
conv_0455,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,dylan,male,serena,female,Rohan,Pooja,10,resolved,False,test
conv_0456,PHONE_NUMBER_CHANGE,Profile Management,PHONE_NUMBER_CHANGE,uncle_fu,male,sohee,female,Ishaan,Anita,9,resolved,False,test
conv_0457,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,eric,male,dylan,male,Ishaan,Karan,8,resolved,False,test
conv_0458,CARD_DELIVERY_STATUS,Card Delivery,CARD_DELIVERY_STATUS,uncle_fu,male,dylan,male,Rahul,Karan,8,resolved,False,test
conv_0459,MERCHANT_DISPUTE,Disputes,MERCHANT_DISPUTE,serena,female,ono_anna,female,Kavya,Meera,8,resolved,False,test
conv_0460,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,aiden,male,dylan,male,Nikhil,Karan,8,resolved,False,test
conv_0461,CARD_BLOCK,Card Security,CARD_BLOCK,ono_anna,female,aiden,male,Neha,Vivek,8,resolved,False,test
conv_0462,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,dylan,male,vivian,female,Vikram,Anita,10,resolved,False,test
conv_0463,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,dylan,male,aiden,male,Vikram,Arjun,8,resolved,False,test
conv_0464,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,dylan,male,aiden,male,Ishaan,Arjun,8,resolved,False,test
conv_0465,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,serena,female,vivian,female,Meera,Sneha,8,resolved,False,test
conv_0466,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,serena,female,vivian,female,Priya,Aisha,9,resolved,False,test
conv_0467,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,ono_anna,female,vivian,female,Priya,Riya,8,resolved,False,test
conv_0468,OTP_NOT_RECEIVED,Authentication,OTP_NOT_RECEIVED,ryan,male,uncle_fu,male,Nikhil,Rahul,8,resolved,False,test
conv_0469,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,ono_anna,female,sohee,female,Neha,Meera,8,resolved,False,test
conv_0470,PAYMENT_PENDING,Payments,PAYMENT_PENDING,eric,male,serena,female,Rohan,Aisha,8,resolved,False,test
conv_0471,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,vivian,female,ono_anna,female,Neha,Meera,7,resolved,False,test
conv_0472,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,aiden,male,ryan,male,Ishaan,Arjun,7,resolved,False,test
conv_0473,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,ryan,male,ono_anna,female,Vikram,Pooja,10,resolved,False,test
conv_0474,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,aiden,male,ono_anna,female,Rohan,Aisha,8,resolved,False,test
conv_0475,LOGIN_ISSUE,Authentication,LOGIN_ISSUE,sohee,female,dylan,male,Kavya,Rahul,8,resolved,False,test
conv_0476,CARD_BLOCK,Card Security,CARD_BLOCK,aiden,male,eric,male,Aarav,Vivek,8,resolved,False,test
conv_0477,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,dylan,male,sohee,female,Rohan,Riya,10,resolved,False,test
conv_0478,ACCOUNT_REOPENING,Account Management,ACCOUNT_REOPENING,eric,male,aiden,male,Vikram,Rahul,8,resolved,False,test
conv_0479,CARD_LIMIT_DECREASE,Card Management,CARD_LIMIT_DECREASE,dylan,male,sohee,female,Rohan,Meera,7,resolved,False,test
conv_0480,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,ryan,male,sohee,female,Rohan,Pooja,8,resolved,False,test
conv_0481,OTP_NOT_RECEIVED,Authentication,OTP_NOT_RECEIVED,vivian,female,serena,female,Ananya,Pooja,8,resolved,False,test
conv_0482,MERCHANT_DISPUTE,Disputes,MERCHANT_DISPUTE,uncle_fu,male,ryan,male,Aarav,Rahul,8,resolved,False,test
conv_0483,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,serena,female,eric,male,Priya,Arjun,9,resolved,False,test
conv_0484,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,aiden,male,dylan,male,Aarav,Karan,7,resolved,False,test
conv_0485,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,sohee,female,vivian,female,Fatima,Anita,8,resolved,False,test
conv_0486,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,eric,male,serena,female,Aarav,Pooja,8,resolved,False,test
conv_0487,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,aiden,male,serena,female,Aarav,Riya,8,resolved,False,test
conv_0488,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,serena,female,dylan,male,Aditi,Vivek,8,resolved,False,test
conv_0489,UNRECOGNIZED_TRANSACTION,Fraud,UNRECOGNIZED_TRANSACTION,serena,female,ryan,male,Aditi,Vivek,8,resolved,False,test
conv_0490,ACCOUNT_CLOSURE,Account Management,ACCOUNT_CLOSURE,sohee,female,aiden,male,Aditi,Vivek,8,resolved,False,test
conv_0491,PAYMENT_REVERSED,Payments,PAYMENT_REVERSED,sohee,female,serena,female,Ananya,Anita,8,resolved,False,test
conv_0492,LOGIN_ISSUE,Authentication,LOGIN_ISSUE,aiden,male,vivian,female,Aarav,Sneha,8,resolved,False,test
conv_0493,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,ono_anna,female,vivian,female,Sana,Pooja,7,resolved,False,test
conv_0494,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,uncle_fu,male,ono_anna,female,Vikram,Anita,10,resolved,False,test
conv_0495,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,ono_anna,female,sohee,female,Aditi,Meera,8,resolved,False,test
conv_0496,FEE_CHARGED_QUERY,Fees,FEE_CHARGED_QUERY,uncle_fu,male,dylan,male,Nikhil,Rahul,8,resolved,False,test
conv_0497,ACCOUNT_BALANCE_QUERY,Account Information,ACCOUNT_BALANCE_QUERY,ono_anna,female,serena,female,Ananya,Meera,7,resolved,False,test
conv_0498,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,serena,female,ono_anna,female,Aditi,Anita,8,resolved,False,test
conv_0499,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,ryan,male,sohee,female,Rohan,Aisha,7,resolved,False,test
conv_0500,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,ono_anna,female,sohee,female,Aditi,Anita,9,resolved,False,test
